,YEAR_x,TEAM,WINPERCENT_x,PREV_YEAR_x,GP_y,WINPERCENT_y,MIN_y,PTS_y,FGM_y,FGA_y,FGPercent_y,ThreePtMade_y,ThreePtAttempts_y,ThreePtPercent_y,FTM_y,FTA_y,FTPercent_y,OREB_y,DREB_y,REB_y,AST_y,TOV_y,STL_y,BLK_y,BLKA_y,PF_y,PFD_y,PlusMinus_y
555,1999-00,Dallas Mavericks,0.488,1998-99,50,0.38,48.3,91.6,35.0,80.6,43.4,4.0,11.9,33.9,17.6,24.2,72.8,12.9,29.6,42.5,18.4,13.8,7.0,5.8,4.9,21.3,0.1,-2.4
556,1999-00,Boston Celtics,0.42700000000000005,1998-99,50,0.38,48.6,93.0,36.3,83.3,43.6,5.5,15.2,36.0,14.9,21.5,69.2,13.6,29.2,42.8,21.5,16.1,9.1,5.1,5.1,23.9,0.1,-1.9
557,1999-00,Denver Nuggets,0.42700000000000005,1998-99,50,0.28,48.1,93.5,33.6,79.8,42.1,6.0,18.4,32.8,20.2,26.5,76.2,12.9,27.8,40.8,19.4,14.8,7.5,5.5,5.5,22.9,0.1,-6.6
558,1999-00,Houston Rockets,0.415,1998-99,50,0.62,48.3,94.2,35.1,76.0,46.2,6.7,18.3,36.8,17.3,23.7,72.9,10.7,30.8,41.5,21.2,16.2,7.7,5.2,4.9,19.2,0.1,2.3
559,1999-00,Cleveland Cavaliers,0.39,1998-99,50,0.44,48.2,86.4,31.2,71.2,43.9,3.6,10.7,34.1,20.3,27.1,74.9,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,-1.7
560,1999-00,Brooklyn Nets,0.37799999999999995,1998-99,50,0.32,48.2,91.3,33.8,83.2,40.6,4.5,13.6,33.1,19.2,25.0,76.9,14.3,28.7,43.0,18.4,15.0,9.8,5.5,6.5,22.6,0.2,-3.8
561,1999-00,Washington Wizards,0.354,1998-99,50,0.36,48.2,91.2,35.4,79.4,44.5,3.6,11.6,30.9,16.9,24.0,70.5,11.9,28.1,40.0,21.3,14.7,7.9,3.9,4.2,23.0,0.1,-2.2
562,1999-00,Atlanta Hawks,0.341,1998-99,50,0.62,48.3,86.3,30.8,75.2,40.9,3.9,12.9,30.6,20.8,28.4,73.1,13.5,30.0,43.5,15.6,14.9,6.9,5.2,4.9,19.7,0.2,2.9
563,1999-00,Memphis Grizzlies,0.268,1998-99,50,0.16,48.7,88.9,32.9,76.8,42.8,3.0,9.1,32.7,20.2,28.2,71.7,13.0,27.2,40.2,19.3,17.0,8.4,4.0,6.6,22.5,0.2,-8.7
564,1999-00,Golden State Warriors,0.23199999999999998,1998-99,50,0.42,48.5,88.3,34.6,83.5,41.5,3.2,11.3,28.7,15.9,23.5,67.6,16.3,31.2,47.5,20.7,15.4,8.3,4.4,6.1,25.4,0.1,-2.5
565,1999-00,Chicago Bulls,0.207,1998-99,50,0.26,48.3,81.9,30.8,76.7,40.1,3.5,12.2,29.0,16.8,23.7,70.9,11.5,27.9,39.3,20.3,15.5,8.7,3.4,5.7,22.2,0.1,-9.5
566,1999-00,Los Angeles Clippers,0.183,1998-99,50,0.18,48.5,90.4,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,15.9,8.5,4.7,5.8,24.5,0.1,-8.8
567,1998-99,Utah Jazz,0.74,1997-98,82,0.7559999999999999,48.2,101.0,36.5,74.5,49.0,3.0,8.2,37.2,24.9,32.2,77.3,11.7,29.3,41.1,25.2,15.4,7.9,5.0,5.2,23.9,0.3,6.5
568,1998-99,San Antonio Spurs,0.74,1997-98,82,0.6829999999999999,48.4,92.5,35.3,75.5,46.8,3.7,10.5,35.0,18.2,26.4,68.8,12.0,32.2,44.2,22.4,16.1,6.3,6.9,4.6,21.1,0.2,4.0
569,1998-99,Portland Trail Blazers,0.7,1997-98,82,0.561,48.4,94.3,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,5.4,22.7,0.2,1.4
570,1998-99,Orlando Magic,0.66,1997-98,82,0.5,48.4,90.1,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,-1.1
571,1998-99,Miami Heat,0.66,1997-98,82,0.6709999999999999,48.2,95.0,34.8,77.2,45.0,6.7,18.8,35.5,18.8,25.4,73.9,12.5,29.5,42.0,21.4,15.0,8.1,5.2,4.5,24.2,0.2,4.9
572,1998-99,Indiana Pacers,0.66,1997-98,82,0.7070000000000001,48.4,96.0,35.6,75.9,46.9,4.9,12.5,39.0,19.9,26.0,76.4,10.7,28.6,39.3,23.0,14.2,7.9,4.5,4.5,22.7,0.1,6.1
573,1998-99,Atlanta Hawks,0.62,1997-98,82,0.61,48.5,95.9,35.2,77.5,45.5,4.1,12.4,33.2,21.3,28.2,75.6,13.5,29.5,43.0,19.1,14.8,7.9,6.0,4.5,20.4,0.2,3.5
574,1998-99,Houston Rockets,0.62,1997-98,82,0.5,48.4,98.8,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,-0.8
575,1998-99,Los Angeles Lakers,0.62,1997-98,82,0.7440000000000001,48.4,105.5,38.4,79.7,48.1,6.1,17.3,35.1,22.7,33.4,67.9,13.2,30.1,43.3,24.5,15.3,9.0,6.8,5.2,22.7,0.1,7.7
576,1998-99,Detroit Pistons,0.58,1997-98,82,0.451,48.7,94.2,34.9,77.7,44.9,3.6,11.4,31.2,20.8,27.9,74.5,12.7,28.5,41.2,19.5,14.6,8.3,4.2,4.7,21.9,0.2,1.6
577,1998-99,Milwaukee Bucks,0.56,1997-98,82,0.439,48.6,94.5,35.6,78.0,45.6,3.0,8.6,35.4,20.3,26.4,76.7,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,-1.9
578,1998-99,Philadelphia 76ers,0.56,1997-98,82,0.37799999999999995,48.2,93.3,34.6,78.1,44.3,3.0,9.9,30.0,21.1,28.7,73.7,13.7,28.0,41.7,21.1,16.5,8.9,6.0,6.2,22.9,0.1,-2.4
579,1998-99,Phoenix Suns,0.54,1997-98,82,0.6829999999999999,48.7,99.6,38.3,81.8,46.8,5.3,14.8,35.6,17.8,23.8,74.9,12.1,29.9,42.0,25.9,15.1,9.2,5.2,3.9,21.5,0.2,5.2
580,1998-99,New York Knicks,0.54,1997-98,82,0.524,48.4,91.5,34.9,78.1,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,2.5
581,1998-99,Sacramento Kings,0.54,1997-98,82,0.32899999999999996,48.1,93.1,36.1,81.5,44.2,3.5,9.8,35.1,17.6,25.6,68.7,13.3,28.1,41.4,22.4,15.5,7.3,5.1,5.7,22.1,0.0,-5.6
582,1998-99,New Orleans Pelicans,0.52,1997-98,82,0.622,48.2,96.6,36.2,77.4,46.8,4.2,11.0,38.3,20.0,26.7,75.1,12.0,28.5,40.6,23.7,15.2,8.4,3.8,4.5,21.4,0.3,2.0
583,1998-99,Minnesota Timberwolves,0.5,1997-98,82,0.5489999999999999,48.7,101.1,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,22.9,0.3,0.7
584,1998-99,Oklahoma City Thunder,0.5,1997-98,82,0.7440000000000001,48.2,100.5,37.2,78.7,47.2,7.6,19.1,39.5,18.5,25.7,72.1,11.4,27.1,38.5,24.2,14.0,9.8,4.6,4.9,22.0,0.2,7.2
585,1998-99,Toronto Raptors,0.46,1997-98,82,0.195,48.6,94.9,36.1,83.1,43.5,4.5,13.2,34.2,18.0,25.1,71.8,14.5,26.2,40.7,21.3,16.7,9.4,8.1,6.3,22.6,0.1,-9.3
586,1998-99,Cleveland Cavaliers,0.44,1997-98,82,0.573,48.4,92.5,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,2.7
587,1998-99,Golden State Warriors,0.42,1997-98,82,0.23199999999999998,48.4,88.3,34.7,83.9,41.3,2.3,8.5,27.2,16.6,23.3,71.0,15.7,30.2,45.9,20.8,16.7,7.6,5.5,5.8,22.7,0.1,-9.1
588,1998-99,Dallas Mavericks,0.38,1997-98,82,0.244,48.6,91.4,35.1,82.4,42.7,5.1,14.4,35.7,16.0,21.2,75.3,12.3,27.8,40.1,18.7,14.4,7.9,5.7,4.6,20.0,0.2,-6.1
589,1998-99,Boston Celtics,0.38,1997-98,82,0.439,48.1,95.9,36.7,84.6,43.4,5.1,15.2,33.2,17.4,24.0,72.6,14.6,24.9,39.5,22.1,16.2,12.0,4.5,5.0,26.8,0.2,-2.6
590,1998-99,Washington Wizards,0.36,1997-98,82,0.512,48.3,97.2,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,4.5,22.4,0.2,0.6
591,1998-99,Brooklyn Nets,0.32,1997-98,82,0.524,48.5,99.6,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,1.6
592,1998-99,Denver Nuggets,0.28,1997-98,82,0.134,48.1,89.0,32.6,78.2,41.8,3.5,10.9,32.3,20.2,26.2,77.2,12.7,26.3,39.0,18.9,16.0,8.1,4.8,6.5,23.6,0.2,-11.8
593,1998-99,Chicago Bulls,0.26,1997-98,82,0.7559999999999999,48.4,96.7,37.4,82.9,45.1,3.8,11.7,32.3,18.2,24.5,74.3,15.2,29.7,44.9,23.8,14.4,8.5,4.3,4.3,20.6,0.2,7.1
594,1998-99,Los Angeles Clippers,0.18,1997-98,82,0.207,48.2,95.9,35.7,81.6,43.8,6.4,17.9,35.8,18.0,25.0,72.3,12.7,27.8,40.4,18.7,16.1,7.6,5.6,5.0,22.3,0.1,-7.4
595,1998-99,Memphis Grizzlies,0.16,1997-98,82,0.23199999999999998,48.4,96.6,36.7,80.1,45.8,4.0,11.0,36.2,19.3,26.2,73.9,13.2,28.2,41.4,23.9,17.1,7.5,4.3,6.6,22.1,0.2,-7.3
596,1997-98,Utah Jazz,0.7559999999999999,1996-97,82,0.78,50.3,103.1,38.2,75.8,50.4,4.1,11.0,37.0,22.7,29.5,76.9,10.8,29.4,40.2,26.8,15.4,9.1,5.1,4.5,22.6,0.2,8.8
597,1997-98,Chicago Bulls,0.7559999999999999,1996-97,82,0.841,49.6,103.1,40.0,84.4,47.3,6.4,17.1,37.3,16.8,22.5,74.7,15.1,30.0,45.1,26.1,13.5,8.7,4.0,3.5,18.4,0.2,10.8
598,1997-98,Los Angeles Lakers,0.7440000000000001,1996-97,82,0.6829999999999999,50.3,100.0,36.8,81.0,45.4,6.7,18.3,36.7,19.7,28.4,69.2,13.3,29.4,42.8,22.5,14.9,9.0,7.0,4.7,20.7,0.1,4.3
599,1997-98,Oklahoma City Thunder,0.7440000000000001,1996-97,82,0.695,49.9,100.9,36.5,78.2,46.7,6.8,19.3,35.3,21.0,28.0,75.2,12.3,27.7,40.0,23.5,15.0,11.0,4.7,5.2,20.7,0.2,7.7
600,1997-98,Indiana Pacers,0.7070000000000001,1996-97,82,0.47600000000000003,50.4,95.4,34.8,76.3,45.6,5.2,13.8,38.1,20.6,28.5,72.2,12.5,29.1,41.7,21.3,16.3,7.1,4.8,5.1,22.1,0.3,1.0
601,1997-98,San Antonio Spurs,0.6829999999999999,1996-97,82,0.244,49.7,90.4,34.5,77.9,44.2,4.6,14.4,32.0,16.9,23.5,71.9,13.4,26.0,39.4,20.3,15.2,7.9,5.3,5.5,19.9,0.2,-7.9
602,1997-98,Phoenix Suns,0.6829999999999999,1996-97,82,0.488,49.9,102.8,38.3,81.8,46.9,6.4,17.4,36.9,19.7,25.9,76.1,11.2,29.0,40.1,25.2,14.4,8.1,3.9,4.5,19.9,0.1,0.7
603,1997-98,Miami Heat,0.6709999999999999,1996-97,82,0.7440000000000001,50.0,94.8,34.4,76.0,45.3,8.3,22.7,36.4,17.7,24.7,71.9,11.7,29.3,41.0,21.2,15.9,7.9,5.4,4.8,21.2,0.3,5.5
604,1997-98,New Orleans Pelicans,0.622,1996-97,82,0.659,49.8,98.9,36.4,77.3,47.1,7.2,16.9,42.8,18.8,24.2,77.7,11.1,28.0,39.1,24.6,14.7,7.3,4.3,4.1,19.9,0.2,1.9
605,1997-98,Atlanta Hawks,0.61,1996-97,82,0.6829999999999999,49.7,94.8,34.3,76.9,44.6,8.0,22.4,36.0,18.2,23.8,76.3,12.5,28.7,41.1,19.0,15.0,8.5,5.2,4.0,18.4,0.1,5.4
606,1997-98,Cleveland Cavaliers,0.573,1996-97,82,0.512,50.2,87.5,33.0,72.8,45.3,5.9,15.7,37.6,15.6,21.6,72.3,11.1,26.3,37.4,20.9,14.5,8.0,3.8,4.3,21.1,0.2,1.8
607,1997-98,Portland Trail Blazers,0.561,1996-97,82,0.598,50.1,99.0,36.6,78.8,46.4,6.1,17.1,35.8,19.7,27.6,71.3,12.9,30.4,43.3,20.8,16.5,7.8,5.3,5.2,21.5,0.2,4.2
608,1997-98,Minnesota Timberwolves,0.5489999999999999,1996-97,82,0.488,49.8,96.1,35.8,78.5,45.6,4.5,13.3,34.0,20.0,26.6,75.1,11.7,28.1,39.7,22.9,15.2,7.5,6.8,5.4,20.7,0.2,-1.5
609,1997-98,New York Knicks,0.524,1996-97,82,0.695,50.3,95.4,35.1,75.9,46.3,5.7,15.8,36.3,19.3,25.8,74.8,11.9,30.7,42.5,22.1,17.8,7.7,4.6,3.6,22.7,0.2,3.1
610,1997-98,Brooklyn Nets,0.524,1996-97,82,0.317,49.7,97.2,36.5,86.5,42.2,5.9,16.7,35.3,18.3,24.8,74.0,17.2,29.0,46.2,21.0,15.7,8.3,5.9,6.3,21.2,0.2,-4.6
611,1997-98,Washington Wizards,0.512,1996-97,82,0.537,50.0,99.4,39.1,81.4,48.0,4.0,12.2,33.1,17.1,24.1,70.7,12.3,29.5,41.8,23.4,15.7,8.7,4.9,4.1,20.7,0.2,1.6
612,1997-98,Orlando Magic,0.5,1996-97,82,0.5489999999999999,49.9,94.1,34.6,79.2,43.7,6.9,20.3,34.1,18.0,24.1,74.6,13.1,27.1,40.1,20.6,15.2,8.5,4.4,5.1,19.1,0.1,-0.4
613,1997-98,Houston Rockets,0.5,1996-97,82,0.695,49.9,100.6,37.0,79.1,46.8,8.2,22.4,36.5,18.3,24.3,75.5,11.3,31.3,42.6,24.5,16.6,8.4,4.2,4.5,18.4,0.2,4.5
614,1997-98,Detroit Pistons,0.451,1996-97,82,0.659,49.9,94.2,34.5,74.3,46.4,7.1,18.3,38.8,18.1,24.3,74.5,10.5,27.9,38.4,19.0,12.7,7.7,3.5,3.4,18.6,0.2,5.2
615,1997-98,Boston Celtics,0.439,1996-97,82,0.183,50.1,100.6,37.4,85.0,44.0,5.7,16.2,35.1,20.1,26.8,75.0,13.3,26.7,40.0,21.9,16.4,9.9,3.8,6.8,21.7,0.1,-7.3
616,1997-98,Milwaukee Bucks,0.439,1996-97,82,0.402,49.7,95.3,36.2,76.9,47.1,4.0,11.2,35.2,19.0,25.7,74.1,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,21.6,0.1,-1.9
617,1997-98,Philadelphia 76ers,0.37799999999999995,1996-97,82,0.268,49.7,100.2,36.6,83.5,43.8,5.3,16.5,31.9,21.7,29.9,72.5,15.5,28.7,44.2,20.7,17.5,8.3,4.8,6.0,19.9,0.1,-6.5
618,1997-98,Sacramento Kings,0.32899999999999996,1996-97,82,0.415,50.0,96.4,36.6,80.6,45.4,5.0,12.9,39.1,18.2,25.2,72.3,13.4,28.1,41.5,21.9,16.2,7.2,4.4,5.2,22.8,0.1,-3.4
619,1997-98,Dallas Mavericks,0.244,1996-97,82,0.293,49.9,90.6,34.3,78.7,43.6,5.2,16.0,32.6,16.8,23.4,71.7,12.7,27.6,40.3,20.3,16.1,8.0,4.3,5.3,20.5,0.2,-6.4
620,1997-98,Golden State Warriors,0.23199999999999998,1996-97,82,0.366,50.1,99.6,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,17.2,7.5,4.4,4.8,20.2,0.1,-4.7
621,1997-98,Memphis Grizzlies,0.23199999999999998,1996-97,82,0.171,49.7,89.2,34.4,78.7,43.7,5.4,15.5,34.9,15.0,21.1,70.9,12.5,26.3,38.8,22.7,15.9,8.0,5.7,5.6,20.0,0.1,-10.2
622,1997-98,Los Angeles Clippers,0.207,1996-97,82,0.439,50.3,97.2,36.5,81.7,44.6,5.8,16.3,35.4,18.5,25.3,73.1,13.3,27.3,40.7,20.3,16.0,8.9,5.4,5.1,22.7,0.1,-2.4
623,1997-98,Toronto Raptors,0.195,1996-97,82,0.366,49.9,95.5,35.3,80.9,43.7,7.2,19.8,36.3,17.6,24.5,72.0,13.8,27.5,41.3,20.9,16.4,8.8,6.3,5.4,22.0,0.1,-3.1
624,1997-98,Denver Nuggets,0.134,1996-97,82,0.256,50.2,97.8,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,16.6,6.1,5.9,5.5,20.4,0.2,-6.3
